project,timestamp,commit_sha,commit_timestamp,commit_message,is_test_failure_related,algorithm,passed,failed,skipped,xfailed,xpassed,errors,time,coverage,type_project,time_instrumentation,time_create_monitor,test_duration,post_run_time,end_to_end_time,total_violations_count,total_violations,unique_violations_count,unique_violations,violations_by_location,violations_by_test,total_monitors,monitors,total_events,events,project_sloc,project_sloc_files,project_sloc_status
human-risk-graph,20260629_220021,6d4c91fa0de6d90179718da571907b5c8f0d85fd,1777006474,"v0.2.5: Add Python 3.12, 3.13, 3.14 support",False,pymop,65,0,0,0,0,0,0.456,95.96,pymop,1.169424057006836,0.285886287689209,2.112950325012207,0.0,3.568260669708252,0.0,,0.0,,,,264.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>FileClosedAnalysis=28<>UnsafeListIterator=103<>UnsafeDictIterator=120,14012.0,BuiltinAllAnalysis=violation=1973<>ComparisonBehaviorAnalysis=eq_end=260<>ComparisonBehaviorAnalysis=ne_end=10<>InPlaceSortAnalysis=list_used=273<>InPlaceSortAnalysis=list_sorted=21<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=270<>NonFinitesAnalysis=non_finite_op=1973<>PyDocs_UselessIterTee=end=1<>StringConcatAnalysis=add=310<>WrongTypeAddedAnalysis=check_append=1975<>WrongTypeAddedAnalysis=check_insert=1975<>WrongTypeAddedAnalysis=check_extend=1975<>WrongTypeAddedAnalysis=check_add=1975<>WrongTypeAddedAnalysis=check_add_assign=310<>FileClosedAnalysis=open=15<>FileClosedAnalysis=close=14<>FileClosedAnalysis=end=13<>UnsafeListIterator=createList=161<>UnsafeListIterator=updateList=261<>UnsafeDictIterator=createDict=213<>UnsafeDictIterator=updateDict=33,2319,19,ok
human-risk-graph,20260629_220021,6d4c91fa0de6d90179718da571907b5c8f0d85fd,1777006474,"v0.2.5: Add Python 3.12, 3.13, 3.14 support",False,pymop_libs,65,0,0,0,0,0,731.395,95.96,pymop_libs,6.112227439880371,0.2598621845245361,864.2206392288208,0.0,870.5927288532257,18.0,UnsafeDictIterator=18,3.0,UnsafeDictIterator=3,UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/centrality/betweenness.py:412=1;UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/centrality/betweenness.py:400=1;UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/components/strongly_connected.py:80=1,"UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/centrality/betweenness.py:412={'tests/test_hrg.py::TestHumanRiskGraph::test_analyze_node', 'tests/test_compatibility.py::TestEndToEndCompatibility::test_full_analysis_pipeline', 'tests/test_graph_analysis.py::TestGraphAnalysis::test_betweenness_centrality'};UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/centrality/betweenness.py:400={'tests/test_hrg.py::TestHumanRiskGraph::test_analyze_node', 'tests/test_compatibility.py::TestEndToEndCompatibility::test_full_analysis_pipeline', 'tests/test_graph_analysis.py::TestGraphAnalysis::test_betweenness_centrality'};UnsafeDictIterator:/lib/python3.12/site-packages/networkx/algorithms/components/strongly_connected.py:80={'tests/test_graph_analysis.py::TestGraphAnalysis::test_find_strongly_connected_components'}",646991.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>NLTK_NonterminalSymbolMutability=22<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>UnsafeListIterator=3987<>UnsafeDictIterator=642945<>ArgParse_Parent=1<>FileClosedAnalysis=22<>faulthandler_disableBeforeClose=1,3306361.0,BuiltinAllAnalysis=violation=156473<>ComparisonBehaviorAnalysis=ne_end=1136<>ComparisonBehaviorAnalysis=eq_end=9899<>InPlaceSortAnalysis=list_used=26643<>InPlaceSortAnalysis=list_sorted=32<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=11025<>NonFinitesAnalysis=non_finite_op=156374<>PyDocs_UselessIterTee=end=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>StringConcatAnalysis=add=9560<>StringStripAnalysis=strip=207<>WrongTypeAddedAnalysis=check_append=158185<>WrongTypeAddedAnalysis=check_insert=158185<>WrongTypeAddedAnalysis=check_extend=158185<>WrongTypeAddedAnalysis=check_add=158185<>WrongTypeAddedAnalysis=check_add_assign=9560<>UnsafeListIterator=createList=13535<>UnsafeListIterator=createIter=158<>UnsafeListIterator=updateList=261<>UnsafeDictIterator=createDict=24083<>UnsafeDictIterator=updateDict=222717<>UnsafeDictIterator=createIter=639531<>UnsafeDictIterator=next=1392366<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=12<>FileClosedAnalysis=close=11<>FileClosedAnalysis=end=10<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1,2319,19,ok
human-risk-graph,20260629_220021,6d4c91fa0de6d90179718da571907b5c8f0d85fd,1777006474,"v0.2.5: Add Python 3.12, 3.13, 3.14 support",False,dylin,65,0,0,0,0,0,3.46,95.96,dylin,6.9576990604400635,0.0,5.827636241912842,0.1800601482391357,12.96539545059204,0.0,,0.0,,,,,,,,2319,19,ok
git-rest,20260629_215940,f85245116deea9e2ba449e005e620a4c8ccc0686,1761490159,fix test threading issue,False,original,97,0,0,0,0,0,8.97,91.35,original,0.0,0.0,9.462092876434326,0.0,9.462092876434326,,,,,,,,,,,3108,58,ok
git-rest,20260629_215940,f85245116deea9e2ba449e005e620a4c8ccc0686,1761490159,fix test threading issue,False,pymop,97,0,0,0,0,0,16.566,91.35,pymop,1.0264599323272705,0.5196237564086914,18.38235020637512,0.0,19.928433895111084,0.0,,0.0,,,,2595.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>FileClosedAnalysis=882<>UnsafeListIterator=180<>UnsafeDictIterator=158<>Flask_NoModifyAfterServe=1356<>Thread_StartOnce=2<>ArgParse_Parent=2<>PyDocs_UnsafeIterUseAfterTee=2,22154.0,BuiltinAllAnalysis=violation=3041<>ComparisonBehaviorAnalysis=eq_end=206<>ComparisonBehaviorAnalysis=ne_end=7<>InPlaceSortAnalysis=list_used=44<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=213<>NonFinitesAnalysis=non_finite_op=3041<>PyDocs_UselessIterTee=end=1<>StringConcatAnalysis=add=89<>StringStripAnalysis=strip=2<>WrongTypeAddedAnalysis=check_append=3092<>WrongTypeAddedAnalysis=check_insert=3092<>WrongTypeAddedAnalysis=check_extend=3092<>WrongTypeAddedAnalysis=check_add=3092<>WrongTypeAddedAnalysis=check_add_assign=89<>FileClosedAnalysis=open=442<>FileClosedAnalysis=close=441<>FileClosedAnalysis=end=440<>UnsafeListIterator=createList=191<>UnsafeListIterator=updateList=2<>UnsafeDictIterator=createDict=164<>UnsafeDictIterator=updateDict=4<>Flask_NoModifyAfterServe=create_app=61<>Flask_NoModifyAfterServe=modified_app=1295<>Thread_StartOnce=start=2<>ArgParse_Parent=created=2<>ArgParse_Parent=argument_added=6<>PyDocs_UnsafeIterUseAfterTee=createIter=2,3108,58,ok
git-rest,20260629_215940,f85245116deea9e2ba449e005e620a4c8ccc0686,1761490159,fix test threading issue,False,pymop_libs,97,0,0,0,0,0,106.751,91.35,pymop_libs,6.058656454086304,0.2534792423248291,114.2289068698883,0.0,120.54104256629944,1265.0,Flask_NoModifyAfterServe=1234;WrongTypeAddedAnalysis=29;InvalidComparisonAnalysis=2,12.0,Flask_NoModifyAfterServe=9;WrongTypeAddedAnalysis=2;InvalidComparisonAnalysis=1,Flask_NoModifyAfterServe:/tests/unit/test_api_branches.py:18=1;Flask_NoModifyAfterServe:/tests/unit/test_api_commit.py:13=1;Flask_NoModifyAfterServe:/tests/unit/test_api_diff.py:13=1;Flask_NoModifyAfterServe:/tests/unit/test_api_files.py:13=1;Flask_NoModifyAfterServe:/tests/unit/test_api_repos.py:13=1;Flask_NoModifyAfterServe:/tests/unit/test_api_repos.py:250=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;Flask_NoModifyAfterServe:/tests/unit/test_demo_ui.py:7=1;Flask_NoModifyAfterServe:/tests/unit/test_demo_ui.py:17=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,"Flask_NoModifyAfterServe:/tests/unit/test_api_branches.py:18={'tests/unit/test_api_branches.py::test_list_branches_success', 'tests/unit/test_api_branches.py::test_list_branches_error', 'tests/unit/test_api_branches.py::test_delete_branch_success', 'tests/unit/test_api_branches.py::test_switch_branch_success', 'tests/unit/test_api_branches.py::test_create_branch_success', 'tests/unit/test_api_branches.py::test_create_branch_exists'};Flask_NoModifyAfterServe:/tests/unit/test_api_commit.py:13={'tests/unit/test_api_commit.py::test_commit_changes_repo_not_found', 'tests/unit/test_api_branches.py::test_delete_branch_only_branch', 'tests/unit/test_api_commit.py::test_commit_changes_missing_field', 'tests/unit/test_api_commit.py::test_commit_changes_nominal'};Flask_NoModifyAfterServe:/tests/unit/test_api_diff.py:13={'tests/unit/test_api_commit.py::test_commit_changes_internal_error', 'tests/unit/test_api_diff.py::test_get_diff_repo_not_found', 'tests/unit/test_api_diff.py::test_get_diff_nominal', 'tests/unit/test_api_diff.py::test_get_diff_no_commits'};Flask_NoModifyAfterServe:/tests/unit/test_api_files.py:13={'tests/unit/test_api_files.py::test_list_files_repo_not_found', 'tests/unit/test_api_diff.py::test_get_diff_internal_error', 'tests/unit/test_api_files.py::test_post_file_content_invalid_type', 'tests/unit/test_api_files.py::test_download_file_secure_invalid_token', 'tests/unit/test_api_files.py::test_download_file_secure_nominal', 'tests/unit/test_api_files.py::test_get_file_content_internal_error', 'tests/unit/test_api_files.py::test_download_file_secure_missing_token', 'tests/unit/test_api_files.py::test_download_file_secure_internal_error', 'tests/unit/test_api_files.py::test_get_file_content_not_found', 'tests/unit/test_api_files.py::test_post_file_content_binary_nominal', 'tests/unit/test_api_files.py::test_get_file_content_nominal', 'tests/unit/test_api_files.py::test_list_files_nominal', 'tests/unit/test_api_files.py::test_post_file_content_invalid_encoding', 'tests/unit/test_api_files.py::test_download_file_secure_not_found', 'tests/unit/test_api_files.py::test_post_file_content_text_nominal'};Flask_NoModifyAfterServe:/tests/unit/test_api_repos.py:13={'tests/unit/test_api_repos.py::test_switch_repo_nominal', 'tests/unit/test_api_repos.py::test_switch_repo_not_found', 'tests/unit/test_api_repos.py::test_list_repos_nominal', 'tests/unit/test_api_repos.py::test_init_repo_missing_name', 'tests/unit/test_api_repos.py::test_init_repo_performance', 'tests/unit/test_api_repos.py::test_init_repo_success', 'tests/unit/test_api_repos.py::test_init_repo_storage_failure', 'tests/unit/test_api_repos.py::test_init_repo_duplicate', 'tests/unit/test_api_files.py::test_post_file_content_concurrent_update', 'tests/unit/test_api_repos.py::test_clone_repo_error', 'tests/unit/test_api_repos.py::test_get_repo_details_nominal', 'tests/unit/test_api_repos.py::test_get_repo_details_not_found', 'tests/unit/test_api_repos.py::test_init_repo_nonexistent_user', 'tests/unit/test_api_repos.py::test_init_repo_invalid_name', 'tests/unit/test_api_repos.py::test_clone_repo_nominal', 'tests/unit/test_api_repos.py::test_clone_repo_missing_url'};Flask_NoModifyAfterServe:/tests/unit/test_api_repos.py:250={'tests/unit/test_api_repos.py::test_init_repo_concurrent'};Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911={'tests/unit/test_error_handling.py::test_error_handlers', 'tests/unit/test_auth.py::test_require_auth_decorator_failure'};Flask_NoModifyAfterServe:/tests/unit/test_demo_ui.py:7={'tests/unit/test_demo_ui.py::test_apidocs_visible_when_enabled'};Flask_NoModifyAfterServe:/tests/unit/test_demo_ui.py:17={'tests/unit/test_demo_ui.py::test_apidocs_not_visible_when_disabled'};WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394={'tests/unit/test_demo_ui.py::test_apidocs_visible_when_enabled'};WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503={'tests/unit/test_demo_ui.py::test_apidocs_visible_when_enabled'};InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266={'tests/unit/test_demo_ui.py::test_apidocs_visible_when_enabled'}",32874.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>NLTK_NonterminalSymbolMutability=22<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>UnsafeListIterator=22341<>UnsafeDictIterator=8201<>ArgParse_Parent=3<>FileClosedAnalysis=836<>Pydocs_MustReleaseLock=2<>faulthandler_disableBeforeClose=1<>Pydocs_NoReadAfterAccess=1<>PyDocs_MustWaitForPopenToFinish=39<>Flask_NoModifyAfterServe=1352<>Flask_UnsafeFilePath=56<>Thread_StartOnce=2<>Pydocs_MustFlushMmap=2<>Flask_NoOptionsChangeAfterEnvCreate=1<>PyDocs_UnsafeIterUseAfterTee=2,4397410.0,BuiltinAllAnalysis=violation=641048<>ComparisonBehaviorAnalysis=ne_end=26826<>ComparisonBehaviorAnalysis=eq_end=147951<>InPlaceSortAnalysis=list_used=80147<>InPlaceSortAnalysis=list_sorted=912<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=174759<>NonFinitesAnalysis=non_finite_op=640884<>PyDocs_UselessIterTee=end=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>StringConcatAnalysis=add=28092<>StringStripAnalysis=strip=26898<>WrongTypeAddedAnalysis=check_append=631077<>WrongTypeAddedAnalysis=check_insert=631077<>WrongTypeAddedAnalysis=check_extend=631077<>WrongTypeAddedAnalysis=check_add=631077<>WrongTypeAddedAnalysis=check_add_assign=28092<>UnsafeListIterator=createList=48068<>UnsafeListIterator=createIter=434<>UnsafeListIterator=next=577<>UnsafeListIterator=updateList=2<>UnsafeDictIterator=createDict=9662<>UnsafeDictIterator=updateDict=14873<>ArgParse_Parent=created=3<>ArgParse_Parent=argument_added=7<>FileClosedAnalysis=open=419<>FileClosedAnalysis=close=418<>FileClosedAnalysis=end=417<>Pydocs_MustReleaseLock=acquire=435<>Pydocs_MustReleaseLock=release=435<>Pydocs_MustReleaseLock=end=1<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1<>Pydocs_NoReadAfterAccess=access=25<>PyDocs_MustWaitForPopenToFinish=new_popen=22<>PyDocs_MustWaitForPopenToFinish=wait_for_popen=5<>PyDocs_MustWaitForPopenToFinish=end=17<>Flask_NoModifyAfterServe=create_app=60<>Flask_NoModifyAfterServe=modified_app=1406<>Flask_NoModifyAfterServe=got_request=112<>Flask_UnsafeFilePath=got_request=62<>Thread_StartOnce=start=2<>Pydocs_MustFlushMmap=init=1<>Pydocs_MustFlushMmap=end=1<>Flask_NoOptionsChangeAfterEnvCreate=env_accessed=1<>PyDocs_UnsafeIterUseAfterTee=createIter=2,3108,58,ok
git-rest,20260629_215940,f85245116deea9e2ba449e005e620a4c8ccc0686,1761490159,fix test threading issue,False,dylin,97,0,0,0,0,0,8.739,91.35,dylin,4.659393787384033,0.0,14.05396318435669,0.1600470542907714,18.873404026031498,0.0,,0.0,,,,,,,,3108,58,ok
ural,20260629_215514,5cc1d155d96a983af8ffe030eaefb04ff6765648,1770823423,Adding new shorteners & fixing some old ones,False,original,96,0,0,0,0,0,0.965,86.37,original,0.0,0.0,2.7751200199127197,0.0,2.7751200199127197,,,,,,,,,,,19183,94,ok
ural,20260629_215514,5cc1d155d96a983af8ffe030eaefb04ff6765648,1770823423,Adding new shorteners & fixing some old ones,False,pymop,96,0,0,0,0,0,769.38,86.37,pymop,1.917760133743286,1.804492473602295,775.4213860034943,0.0,779.1436386108398,94.0,InvalidComparisonAnalysis=94,2.0,InvalidComparisonAnalysis=2,InvalidComparisonAnalysis:/ural/facebook.py:127=1;InvalidComparisonAnalysis:/ural/google.py:66=1,InvalidComparisonAnalysis:/ural/facebook.py:127={'test/facebook_test.py::TestFacebook::test_parse_facebook_url'};InvalidComparisonAnalysis:/ural/google.py:66={'test/google_test.py::TestGoogle::test_parse_google_drive_url'},30318.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>FileClosedAnalysis=86<>UnsafeListIterator=28440<>UnsafeDictIterator=1779,85068345.0,BuiltinAllAnalysis=violation=27539294<>ComparisonBehaviorAnalysis=eq_end=10944<>ComparisonBehaviorAnalysis=ne_end=2010<>InPlaceSortAnalysis=list_used=4877537<>InPlaceSortAnalysis=list_sorted=69<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=12954<>NonFinitesAnalysis=non_finite_op=27539294<>PyDocs_UselessIterTee=end=1<>StringConcatAnalysis=add=4867182<>StringStripAnalysis=strip=4407<>WrongTypeAddedAnalysis=check_append=178533<>WrongTypeAddedAnalysis=check_insert=178533<>WrongTypeAddedAnalysis=check_extend=178533<>WrongTypeAddedAnalysis=check_add=178533<>WrongTypeAddedAnalysis=check_add_assign=4867182<>FileClosedAnalysis=open=44<>FileClosedAnalysis=close=43<>FileClosedAnalysis=end=42<>UnsafeListIterator=createList=4880780<>UnsafeListIterator=updateList=9737162<>UnsafeListIterator=createIter=1<>UnsafeDictIterator=createDict=1799<>UnsafeDictIterator=updateDict=13467,19183,94,ok
ural,20260629_215514,5cc1d155d96a983af8ffe030eaefb04ff6765648,1770823423,Adding new shorteners & fixing some old ones,False,pymop_libs,96,0,0,0,0,0,820.5,86.37,pymop_libs,5.860081195831299,0.3765051364898681,828.896163225174,0.0,835.1327495574951,94.0,InvalidComparisonAnalysis=94,2.0,InvalidComparisonAnalysis=2,InvalidComparisonAnalysis:/ural/facebook.py:127=1;InvalidComparisonAnalysis:/ural/google.py:66=1,InvalidComparisonAnalysis:/ural/facebook.py:127={'test/facebook_test.py::TestFacebook::test_parse_facebook_url'};InvalidComparisonAnalysis:/ural/google.py:66={'test/google_test.py::TestGoogle::test_parse_google_drive_url'},37789.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>NLTK_NonterminalSymbolMutability=22<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>UnsafeListIterator=33595<>UnsafeDictIterator=4071<>ArgParse_Parent=1<>FileClosedAnalysis=86<>faulthandler_disableBeforeClose=1,86377671.0,BuiltinAllAnalysis=violation=27738806<>ComparisonBehaviorAnalysis=ne_end=3197<>ComparisonBehaviorAnalysis=eq_end=20994<>InPlaceSortAnalysis=list_used=4914074<>InPlaceSortAnalysis=list_sorted=169<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=24179<>NonFinitesAnalysis=non_finite_op=27738696<>PyDocs_UselessIterTee=end=1<>NLTK_NonterminalSymbolMutability=nonterminal_created=22<>StringConcatAnalysis=add=4873525<>StringStripAnalysis=strip=4708<>WrongTypeAddedAnalysis=check_append=380775<>WrongTypeAddedAnalysis=check_insert=380775<>WrongTypeAddedAnalysis=check_extend=380775<>WrongTypeAddedAnalysis=check_add=380775<>WrongTypeAddedAnalysis=check_add_assign=4873525<>UnsafeListIterator=createList=4900606<>UnsafeListIterator=updateList=9737132<>UnsafeListIterator=createIter=1<>UnsafeDictIterator=createDict=4642<>UnsafeDictIterator=updateDict=20160<>ArgParse_Parent=created=1<>ArgParse_Parent=argument_added=1<>FileClosedAnalysis=open=44<>FileClosedAnalysis=close=43<>FileClosedAnalysis=end=42<>faulthandler_disableBeforeClose=register=1<>faulthandler_disableBeforeClose=unregister=1,19183,94,ok
ural,20260629_215514,5cc1d155d96a983af8ffe030eaefb04ff6765648,1770823423,Adding new shorteners & fixing some old ones,False,dylin,96,0,0,0,0,0,15.032,86.37,dylin,13.707391500473022,0.0,16.37225103378296,0.2251765727996826,30.304819107055664,6.0,InvalidComparisonAnalysis=6,2.0,InvalidComparisonAnalysis=2,InvalidComparisonAnalysis:/ural/facebook.py:127=1;InvalidComparisonAnalysis:/ural/google.py:66=1,InvalidComparisonAnalysis:/ural/facebook.py:127={'test/facebook_test.py::TestFacebook::test_parse_facebook_url (call)'};InvalidComparisonAnalysis:/ural/google.py:66={'test/google_test.py::TestGoogle::test_parse_google_drive_url (call)'},,,,,19183,94,ok
Sports-Odds-Calulation,20260629_215123,22200a842c9d05b09cee4fca093178c069c4c7b3,1750718844,Fixed production environment detection - ready for deployment,False,original,10,0,0,0,0,0,1.74,19.8,original,0.0,0.0,2.2057344913482666,0.0,2.2057344913482666,,,,,,,,,,,2744,14,ok
Sports-Odds-Calulation,20260629_215123,22200a842c9d05b09cee4fca093178c069c4c7b3,1750718844,Fixed production environment detection - ready for deployment,False,pymop,10,0,0,0,0,0,9.92,19.8,pymop,3.3909366130828857,0.6577761173248291,11.730825185775757,0.0,15.779537916183472,2.0,RandomMustUseSeed=2,2.0,RandomMustUseSeed=2,RandomMustUseSeed:/real_wnba_analyzer.py:163=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1,RandomMustUseSeed:/real_wnba_analyzer.py:163={'comprehensive_test.py::test_confidence_scores'};RandomMustUseSeed:/real_wnba_analyzer.py:199={'comprehensive_test.py::test_confidence_scores'},74.0,BuiltinAllAnalysis=1<>ComparisonBehaviorAnalysis=1<>InPlaceSortAnalysis=1<>InvalidComparisonAnalysis=1<>NLTK_RegexpTokenizerCapturingParentheses=1<>NLTK_regexp_span_tokenize=1<>NonFinitesAnalysis=1<>PriorityQueue_NonComparable=1<>PyDocs_MustLockOnce=1<>PyDocs_UselessIterTee=1<>StringConcatAnalysis=1<>StringStripAnalysis=1<>WrongTypeAddedAnalysis=1<>FileClosedAnalysis=14<>UnsafeListIterator=14<>UnsafeDictIterator=26<>Flask_NoModifyAfterServe=1<>Requests_MustCloseSession=4<>RandomMustUseSeed=2,1233.0,BuiltinAllAnalysis=violation=184<>ComparisonBehaviorAnalysis=eq_end=11<>ComparisonBehaviorAnalysis=ne_end=1<>InPlaceSortAnalysis=list_used=15<>InPlaceSortAnalysis=end_execution=1<>InvalidComparisonAnalysis=after_comparison=12<>NonFinitesAnalysis=non_finite_op=184<>PyDocs_UselessIterTee=end=1<>StringConcatAnalysis=add=3<>WrongTypeAddedAnalysis=check_append=185<>WrongTypeAddedAnalysis=check_insert=185<>WrongTypeAddedAnalysis=check_extend=185<>WrongTypeAddedAnalysis=check_add=185<>WrongTypeAddedAnalysis=check_add_assign=3<>FileClosedAnalysis=open=8<>FileClosedAnalysis=close=7<>FileClosedAnalysis=end=6<>UnsafeListIterator=createList=14<>UnsafeListIterator=updateList=4<>UnsafeDictIterator=createDict=26<>UnsafeDictIterator=updateDict=6<>Flask_NoModifyAfterServe=create_app=1<>Requests_MustCloseSession=init=2<>Requests_MustCloseSession=end=2<>RandomMustUseSeed=all=2,2744,14,ok
