timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_220317,8bcd9151ca5c5652aabe503ee5598f82d9a7a9cf,,1660036809,Import Upstream version 3.15.0,,,98.39,6,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1021;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:548;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56;InvalidComparisonAnalysis:/tests/test_deserialization.py:266,0,,6,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1021=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:548=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;InvalidComparisonAnalysis:/tests/test_deserialization.py:266=1,0,,,
20260629_220317,00ed47b68409128c08982bb82e5d2e7c3d7c155d,8bcd9151ca5c5652aabe503ee5598f82d9a7a9cf,1687795828,Import Upstream version 3.18.0,https://github.com/pexip/os-python-marshmallow/compare/8bcd9151ca5c5652aabe503ee5598f82d9a7a9cf...00ed47b68409128c08982bb82e5d2e7c3d7c155d,13.0,98.43,2,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:560;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1030,2,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1021;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:548,6,InvalidComparisonAnalysis:/tests/test_deserialization.py:274=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:560=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1030=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1,6,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1021=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:548=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;InvalidComparisonAnalysis:/tests/test_deserialization.py:266=1,InvalidComparisonAnalysis:/tests/test_deserialization.py:274<=InvalidComparisonAnalysis:/tests/test_deserialization.py:266,601.0
20260629_220317,7ca1497fd4da87deb236f9dd6377f40a9192f25f,00ed47b68409128c08982bb82e5d2e7c3d7c155d,1727863771,Import Upstream version 3.20.1,https://github.com/pexip/os-python-marshmallow/compare/00ed47b68409128c08982bb82e5d2e7c3d7c155d...7ca1497fd4da87deb236f9dd6377f40a9192f25f,18.0,98.45,2,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:556;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1025,2,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:560;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1030,6,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:556=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1025=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;InvalidComparisonAnalysis:/tests/test_deserialization.py:289=1,6,InvalidComparisonAnalysis:/tests/test_deserialization.py:274=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:560=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1030=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1,InvalidComparisonAnalysis:/tests/test_deserialization.py:289<=InvalidComparisonAnalysis:/tests/test_deserialization.py:274,597.0
20260629_220317,1ff151e67547807652e31e00aca40d05d3953661,7ca1497fd4da87deb236f9dd6377f40a9192f25f,1745580866,Import Upstream version 3.26.1,https://github.com/pexip/os-python-marshmallow/compare/7ca1497fd4da87deb236f9dd6377f40a9192f25f...1ff151e67547807652e31e00aca40d05d3953661,37.0,98.81,2,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1065;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:569,3,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:556;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1025;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56,5,InvalidComparisonAnalysis:/tests/test_deserialization.py:299=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1065=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:569=1,6,InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:556=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/marshmallow/fields.py:1025=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/_pytest/cacheprovider.py:469=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/_pytest/python.py:441=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pytz/__init__.py:56=1;InvalidComparisonAnalysis:/tests/test_deserialization.py:289=1,InvalidComparisonAnalysis:/tests/test_deserialization.py:299<=InvalidComparisonAnalysis:/tests/test_deserialization.py:289,3094.0
