timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215743,8beff6890890bc0b92c8b74f40bb9d6fa0dad7c7,,1751527272,Update docstring to clarify cancellation on close,,,99.25,10,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:204;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:116;WrongTypeAddedAnalysis:/tests/test_server.py:292;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:213;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:256;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414;WrongTypeAddedAnalysis:/tests/test_server.py:121;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147,0,,10,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:204=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:116=1;WrongTypeAddedAnalysis:/tests/test_server.py:292=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:213=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:256=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414=1;WrongTypeAddedAnalysis:/tests/test_server.py:121=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147=1,0,,,
20260629_215743,05b7276cddbd5da4cf717e0f7868c7fc56c8ee7b,8beff6890890bc0b92c8b74f40bb9d6fa0dad7c7,1752155473,Add unit tests for Connection.is_closing,https://github.com/ska-sa/aiokatcp/compare/8beff6890890bc0b92c8b74f40bb9d6fa0dad7c7...05b7276cddbd5da4cf717e0f7868c7fc56c8ee7b,7.0,98.96,0,,0,,10,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:171=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:145=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:237=1;WrongTypeAddedAnalysis:/tests/test_server.py:292=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:90=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414=1;WrongTypeAddedAnalysis:/tests/test_server.py:121=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147=1,10,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:204=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:116=1;WrongTypeAddedAnalysis:/tests/test_server.py:292=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:213=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:256=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414=1;WrongTypeAddedAnalysis:/tests/test_server.py:121=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147=1,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:171<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:213;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:145<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:204;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:237<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:256;WrongTypeAddedAnalysis:/tests/test_server.py:292<=WrongTypeAddedAnalysis:/tests/test_server.py:292;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:90<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:116;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414;WrongTypeAddedAnalysis:/tests/test_server.py:121<=WrongTypeAddedAnalysis:/tests/test_server.py:121;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147,985.0
20260629_215744,3e76a708ef06e82036b79387ece57b54da4162a9,05b7276cddbd5da4cf717e0f7868c7fc56c8ee7b,1752591569,Bump copyright notices,https://github.com/ska-sa/aiokatcp/compare/05b7276cddbd5da4cf717e0f7868c7fc56c8ee7b...3e76a708ef06e82036b79387ece57b54da4162a9,7.0,98.87,0,,0,,10,WrongTypeAddedAnalysis:/tests/test_server.py:125=1;WrongTypeAddedAnalysis:/tests/test_server.py:297=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:200=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:437=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:99=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:465=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:198=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:285=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:154=1,10,Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:171=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:145=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:237=1;WrongTypeAddedAnalysis:/tests/test_server.py:292=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:90=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414=1;WrongTypeAddedAnalysis:/tests/test_server.py:121=1;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147=1,WrongTypeAddedAnalysis:/tests/test_server.py:125<=WrongTypeAddedAnalysis:/tests/test_server.py:121;WrongTypeAddedAnalysis:/tests/test_server.py:297<=WrongTypeAddedAnalysis:/tests/test_server.py:292;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:200<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_server.py:196;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:437<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:414;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:99<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:90;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:465<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:442;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:198<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:171;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:285<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:237;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_client.py:147;Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:154<=Pydocs_ShouldUseStreamWriterCorrectly:/tests/test_connection.py:145,294.0
