timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_220543,eaa0869f9fae5421f8274d10419921ca29716e73,,1725399618,Add charmcraft 3 support,,,62.18,2,FileClosedAnalysis:/unit_tests/test_utils.py:41;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266,0,,2,FileClosedAnalysis:/unit_tests/test_utils.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,0,,,
20260629_220543,e16c66c3ca08a757d41fe94b5954c831fa9955fe,eaa0869f9fae5421f8274d10419921ca29716e73,1731672581,Sync/rebuild for Dalmatian/Epoxy updates,https://github.com/openstack/charm-cinder-backup/compare/eaa0869f9fae5421f8274d10419921ca29716e73...e16c66c3ca08a757d41fe94b5954c831fa9955fe,8.0,62.18,0,,0,,2,FileClosedAnalysis:/unit_tests/test_utils.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,2,FileClosedAnalysis:/unit_tests/test_utils.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,155.0
20260629_220543,bdd525b0d873489f978da63a02c251bf31f27dd6,e16c66c3ca08a757d41fe94b5954c831fa9955fe,1761341466,Sync charmhelpers,https://github.com/openstack/charm-cinder-backup/compare/e16c66c3ca08a757d41fe94b5954c831fa9955fe...bdd525b0d873489f978da63a02c251bf31f27dd6,5.0,62.18,0,,0,,2,FileClosedAnalysis:/unit_tests/test_utils.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,2,FileClosedAnalysis:/unit_tests/test_utils.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,61.0
