timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215905,b830e270439d6bacb2f9d85ef5658cc8fd69eec4,,1524709050,"Update parser to handle subqueries, separate out tests better, and improve parser testing.",,,7.142999999999999,2,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257,0,,2,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1,0,,,
20260629_215905,e92dd0959544302e994b78793cc5c9c7e8799a75,b830e270439d6bacb2f9d85ef5658cc8fd69eec4,1524718124,Add new models and corresponding data to db for better testing ability.,https://github.com/repole/drowsy/compare/b830e270439d6bacb2f9d85ef5658cc8fd69eec4...e92dd0959544302e994b78793cc5c9c7e8799a75,1.0,7.588,12,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,2,ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1,,85.0
20260629_215905,4f3f299f6096c532134257ffd34fba729606661b,e92dd0959544302e994b78793cc5c9c7e8799a75,1524720130,Update test resources and schemas with Node and CompositeNode.,https://github.com/repole/drowsy/compare/e92dd0959544302e994b78793cc5c9c7e8799a75...4f3f299f6096c532134257ffd34fba729606661b,2.0,7.549,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,,20.0
20260629_215905,a3ee05a65755297339f57104d38c6ddfad41ffe9,4f3f299f6096c532134257ffd34fba729606661b,1524956867,First semi working version of subresource filtering. Add substantial tests for query_builder.,https://github.com/repole/drowsy/compare/4f3f299f6096c532134257ffd34fba729606661b...a3ee05a65755297339f57104d38c6ddfad41ffe9,5.0,6.784999999999999,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263,1069.0
20260629_215905,928a2088c47aea0bcbac118b80b1c8af04c18cc9,a3ee05a65755297339f57104d38c6ddfad41ffe9,1524973194,Some more query_builder and integration tests with small fixes.,https://github.com/repole/drowsy/compare/a3ee05a65755297339f57104d38c6ddfad41ffe9...928a2088c47aea0bcbac118b80b1c8af04c18cc9,5.0,6.590999999999999,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,,329.0
20260629_215905,e29c000673600be6148003e054c46eeb0db499eb,928a2088c47aea0bcbac118b80b1c8af04c18cc9,1525053749,"Small resource fixes, bunch of tests added.",https://github.com/repole/drowsy/compare/928a2088c47aea0bcbac118b80b1c8af04c18cc9...e29c000673600be6148003e054c46eeb0db499eb,2.0,6.4030000000000005,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,,337.0
20260629_215905,20c9ad681639f8aba28934c2d84459850d470100,e29c000673600be6148003e054c46eeb0db499eb,1525135291,Add more resource tests and fixes. Clean up test warnings.,https://github.com/repole/drowsy/compare/e29c000673600be6148003e054c46eeb0db499eb...20c9ad681639f8aba28934c2d84459850d470100,6.0,6.388000000000001,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263,82.0
20260629_215905,a99c6c9db8c825104bed6e5d71bd3f9c78f235b3,20c9ad681639f8aba28934c2d84459850d470100,1525238358,More resource tests. General clean up/linting elsewhere.,https://github.com/repole/drowsy/compare/20c9ad681639f8aba28934c2d84459850d470100...a99c6c9db8c825104bed6e5d71bd3f9c78f235b3,6.0,6.289,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,,195.0
20260629_215905,3cc3dfdc3882f549f1354ebca52c60855aedceaf,a99c6c9db8c825104bed6e5d71bd3f9c78f235b3,1525500510,Update single relations to handle put/post more gracefully. Testing and related fixes added elsewhere.,https://github.com/repole/drowsy/compare/a99c6c9db8c825104bed6e5d71bd3f9c78f235b3...3cc3dfdc3882f549f1354ebca52c60855aedceaf,7.0,6.214,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,,247.0
20260629_215905,81203cf081005bf5e3ea7b9b529190e8e5cb4800,3cc3dfdc3882f549f1354ebca52c60855aedceaf,1525540030,More small tweaks via testing.,https://github.com/repole/drowsy/compare/3cc3dfdc3882f549f1354ebca52c60855aedceaf...81203cf081005bf5e3ea7b9b529190e8e5cb4800,6.0,6.3950000000000005,0,,0,,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,14,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3257=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285=2;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=2;ComparisonBehaviorAnalysis:/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:1458=1;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263=1,ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:282;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:285;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:264;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:284;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:281;ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263<=ComparisonBehaviorAnalysis:/drowsy/tests/models.py:263,211.0
