timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215003,61371001e85c2fbd80bd56f4642e5759c8602fa7,,1756943613,Initial commit,,,47.93,6,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503;Flask_NoModifyAfterServe:/tests/conftest.py:13;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:254;Flask_NoModifyAfterServe:/gateway_service/app.py:21;Flask_NoModifyAfterServe:/tests/conftest.py:12,0,,6,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;Flask_NoModifyAfterServe:/tests/conftest.py:13=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:254=1;Flask_NoModifyAfterServe:/gateway_service/app.py:21=1;Flask_NoModifyAfterServe:/tests/conftest.py:12=1,0,,,
20260629_215003,01446311563ae5c8d780a4e770e8f78698e0972e,61371001e85c2fbd80bd56f4642e5759c8602fa7,1756999710,fix: Resolve Docker Swarm deployment issues and Redis connectivity,https://github.com/RuWaraTech/turbo_gate/compare/61371001e85c2fbd80bd56f4642e5759c8602fa7...01446311563ae5c8d780a4e770e8f78698e0972e,2.0,46.379999999999995,0,,0,,6,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;Flask_NoModifyAfterServe:/tests/conftest.py:13=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:254=1;Flask_NoModifyAfterServe:/gateway_service/app.py:21=1;Flask_NoModifyAfterServe:/tests/conftest.py:12=1,6,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:394=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/referencing/_core.py:503=1;Flask_NoModifyAfterServe:/tests/conftest.py:13=1;Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/config.py:254=1;Flask_NoModifyAfterServe:/gateway_service/app.py:21=1;Flask_NoModifyAfterServe:/tests/conftest.py:12=1,,37.0
