timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215123,51b3eab8561f04af13b10a4a136f4ae6466a3772,,1750715581,Initial commit - Sports Betting Bot,,,19.81,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911;RandomMustUseSeed:/real_wnba_analyzer.py:199;RandomMustUseSeed:/real_wnba_analyzer.py:163,0,,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1;RandomMustUseSeed:/real_wnba_analyzer.py:163=1,0,,,
20260629_215123,dedb6ff7589827012157a7507d38ae66d6b721d2,51b3eab8561f04af13b10a4a136f4ae6466a3772,1750718348,Fixed production deployment - Python path detection,https://github.com/Shounak007/Sports-Odds-Calulation/compare/51b3eab8561f04af13b10a4a136f4ae6466a3772...dedb6ff7589827012157a7507d38ae66d6b721d2,1.0,19.9,0,,0,,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1;RandomMustUseSeed:/real_wnba_analyzer.py:163=1,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1;RandomMustUseSeed:/real_wnba_analyzer.py:163=1,,30.0
20260629_215123,22200a842c9d05b09cee4fca093178c069c4c7b3,dedb6ff7589827012157a7507d38ae66d6b721d2,1750718844,Fixed production environment detection - ready for deployment,https://github.com/Shounak007/Sports-Odds-Calulation/compare/dedb6ff7589827012157a7507d38ae66d6b721d2...22200a842c9d05b09cee4fca093178c069c4c7b3,1.0,19.8,0,,0,,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1;RandomMustUseSeed:/real_wnba_analyzer.py:163=1,3,Flask_NoModifyAfterServe:/lib/python3.12/site-packages/flask/app.py:911=1;RandomMustUseSeed:/real_wnba_analyzer.py:199=1;RandomMustUseSeed:/real_wnba_analyzer.py:163=1,,49.0
