timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_220021,d07a3607a29dcdfac59d880f8394be46858beef6,,1761346040,Add some very simple tests,,,62.66,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315;RandomMustUseSeed:/pokepocketsim/core/card.py:159;RandomMustUseSeed:/pokepocketsim/core/player.py:178;RandomMustUseSeed:/pokepocketsim/core/deck.py:58;RandomMustUseSeed:/pokepocketsim/core/player.py:375,0,,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315=1;RandomMustUseSeed:/pokepocketsim/core/card.py:159=1;RandomMustUseSeed:/pokepocketsim/core/player.py:178=1;RandomMustUseSeed:/pokepocketsim/core/deck.py:58=1;RandomMustUseSeed:/pokepocketsim/core/player.py:375=1,0,,,
20260629_220021,85a753d185ed533bac1acbf0c58246ebe8fdf072,d07a3607a29dcdfac59d880f8394be46858beef6,1761372208,Update 'attacks' in database.json,https://github.com/apmnt/poke-pocket-sim/compare/d07a3607a29dcdfac59d880f8394be46858beef6...85a753d185ed533bac1acbf0c58246ebe8fdf072,1.0,62.72,0,,0,,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315=1;RandomMustUseSeed:/pokepocketsim/core/player.py:178=1;RandomMustUseSeed:/pokepocketsim/core/card.py:164=1;RandomMustUseSeed:/pokepocketsim/core/deck.py:58=1;RandomMustUseSeed:/pokepocketsim/core/player.py:375=1,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315=1;RandomMustUseSeed:/pokepocketsim/core/card.py:159=1;RandomMustUseSeed:/pokepocketsim/core/player.py:178=1;RandomMustUseSeed:/pokepocketsim/core/deck.py:58=1;RandomMustUseSeed:/pokepocketsim/core/player.py:375=1,RandomMustUseSeed:/pokepocketsim/core/card.py:164<=RandomMustUseSeed:/pokepocketsim/core/card.py:159,9.0
20260629_220021,6e09f4bd57b019810c493a0d55ab2fc6eb7f3d05,85a753d185ed533bac1acbf0c58246ebe8fdf072,1761380602,Change attacks to use damage and energy requirements from database,https://github.com/apmnt/poke-pocket-sim/compare/85a753d185ed533bac1acbf0c58246ebe8fdf072...6e09f4bd57b019810c493a0d55ab2fc6eb7f3d05,3.0,62.79,0,,0,,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315=1;RandomMustUseSeed:/pokepocketsim/core/player.py:178=1;RandomMustUseSeed:/pokepocketsim/core/card.py:164=1;RandomMustUseSeed:/pokepocketsim/core/deck.py:58=1;RandomMustUseSeed:/pokepocketsim/core/player.py:375=1,5,RandomMustUseSeed:/pokepocketsim/core/player.py:315=1;RandomMustUseSeed:/pokepocketsim/core/player.py:178=1;RandomMustUseSeed:/pokepocketsim/core/card.py:164=1;RandomMustUseSeed:/pokepocketsim/core/deck.py:58=1;RandomMustUseSeed:/pokepocketsim/core/player.py:375=1,RandomMustUseSeed:/pokepocketsim/core/card.py:164<=RandomMustUseSeed:/pokepocketsim/core/card.py:164,165.0
