timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_220601,592bc13aa2a4dc834e41494087ec293083c9bb59,,1760707921,Implement temperature collector for heat exchanger monitoring,,,71.02000000000001,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61,0,,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,0,,,
20260629_220601,9c8339cbe647440800ab68e48f1427315a34e8b9,592bc13aa2a4dc834e41494087ec293083c9bb59,1761492323,Add temperature_publisher.py file for temperature data publishing functionality,https://github.com/devOramaMan/HeatExchangerMonitor/compare/592bc13aa2a4dc834e41494087ec293083c9bb59...9c8339cbe647440800ab68e48f1427315a34e8b9,2.0,71.07,0,,0,,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,,7.0
20260629_220602,1871ab2e83b3fda92e482db4e208516cdc22bb70,9c8339cbe647440800ab68e48f1427315a34e8b9,1761502821,Implement temperature publishing functionality with Azure Web PubSub integration,https://github.com/devOramaMan/HeatExchangerMonitor/compare/9c8339cbe647440800ab68e48f1427315a34e8b9...1871ab2e83b3fda92e482db4e208516cdc22bb70,4.0,60.709999999999994,0,,0,,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,,218.0
20260629_220602,21acd7102b49dfc9290838be63db68587aeef8d2,1871ab2e83b3fda92e482db4e208516cdc22bb70,1761503228,fix wrong function,https://github.com/devOramaMan/HeatExchangerMonitor/compare/1871ab2e83b3fda92e482db4e208516cdc22bb70...21acd7102b49dfc9290838be63db68587aeef8d2,1.0,60.709999999999994,0,,0,,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,,2.0
20260629_220602,209be011b064b29609a416578c8e964878921930,21acd7102b49dfc9290838be63db68587aeef8d2,1761510898,add systemd description. Handle bundling devicenames.json and bundle description in readme.md,https://github.com/devOramaMan/HeatExchangerMonitor/compare/21acd7102b49dfc9290838be63db68587aeef8d2...209be011b064b29609a416578c8e964878921930,2.0,59.35,0,,0,,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,2,RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:76=1;RandomMustUseSeed:/tests/../therm/mock_w1thermsensor.py:61=1,,680.0
